0 0 0 0
-0.292 0 0 0
-0.277 1 2 2
-0.262 1 3 5
-0.248 3 1 6
-0.232 0 2 8
-0.218 0 2 10
-0.202 4 2 12
-0.188 4 5 17
-0.172 4 8 25
-0.158 9 11 36
-0.143 13 18 54
-0.128 18 23 77
-0.112 32 40 117
-0.098 63 45 162
-0.082 108 97 259
-0.068 172 153 412
-0.052 302 279 691
-0.038 591 608 1299
-0.022 1440 1507 2806
-0.008 3152 3597 6403
0.008 2243 1859 8262
0.022 496 433 8695
0.038 115 83 8778
0.052 17 12 8790
0.068 6 3 8793
0.082 0 0 8793
0.098 0 0 8793
0.112 0 0 8793
0.128 1 0 8793
0.143 0 0 8793
0.158 0 0 8793
0.172 0 0 8793
0.188 0 0 8793
0.202 0 0 8793
0.218 0 0 8793
0.232 0 0 8793
0.248 0 0 8793
0.262 0 0 8793
0.277 0 0 8793
0.292 0 0 8793
0.308 0 0 8793
0.322 0 0 8793
0.338 0 0 8793
0.352 0 0 8793
0.368 0 0 8793
0.382 0 0 8793
0.398 0 0 8793
0.412 0 0 8793
0.428 0 0 8793
0.442 0 0 8793
0.458 0 0 8793
0.473 0 0 8793
0.488 0 0 8793
0.502 0 0 8793
0.518 0 0 8793
0.532 0 0 8793
0.548 0 0 8793
0.562 0 0 8793
0.577 0 0 8793
