"name"	"fitted1"	"rep"
"lldR"	-0.00981343343054564	2
"IR3008"	-0.01563402067421	2
"sgcQ"	-0.0393659815874565	2
"ECB_03719"	-0.0113881834708439	2
"nuoI"	-0.049605002099996	2
"deaD"	-0.0249408712919351	2
"yidR"	-0.00716893115898233	2
"rpiR"	-0.000808198464221518	2
"IR1887"	-0.011500916060592	2
"ECB_02800"	-0.0314574142863974	2
"yfcM"	-0.00593897383111006	2
"arpA"	-0.00801993608311595	2
"ykgG"	-0.0413078592465603	2
"IR2173"	-0.0103023155878434	2
"yphC"	-0.00127132391065243	2
"thiF"	-0.011814129216464	2
"hycI"	-0.0151466179614751	2
"yjgM"	-0.042740667078025	2
"fnr"	-0.0164535653578492	2
"speD"	-0.0402684035431853	2
"aroL"	-0.0703202741796017	2
"IR3616"	-0.0196003957479327	2
"truA"	-0.110894328112663	2
"ESCRE0832"	-0.0117533659783514	2
"nrfG"	-0.018065999027326	2
"IR583"	-0.0103850466936243	2
"IR3405"	-0.000788975963403626	2
"ECB_02262"	-0.0248449308223294	2
"purK"	-0.00731391078669202	2
"tldD"	-0.0346958322468577	2
"IR128"	-6.67370794222982e-07	2
"cpxP"	-0.0236865896332265	2
"yicJ"	-0.0134316596011491	2
"emrA"	-0.00481453943230068	2
"dps"	-0.0116763716153476	2
"yjfC"	-0.00492908078556084	2
"IR243"	-0.0103797087098849	2
"ydhP"	-0.012389895206736	2
"zraP"	-0.0208882281455446	2
"IR2476"	-0.0662624265604152	2
"IR3628"	-0.0467966095328707	2
"IR1453"	-0.015081324975465	3
"yeaY"	-0.0134045947425151	3
"IR2191"	-0.00166671345770614	3
"yrbF"	-0.0561990311306334	3
"rluB"	-0.0383922206766681	3
"IR2982"	-0.0072075880736604	3
"yiiG"	-0.0051539592906965	3
"ppx"	-0.0113986345008318	3
"IR1143"	-0.0110471179554536	3
"rluC"	-0.0162363101639882	3
"yeiH"	-0.0144637613920299	3
"ygdR"	-0.042098183636562	3
"IR3622"	-0.0179119233391346	3
"nikE"	-0.000590221590795623	3
"ade"	-0.00684331255459844	3
"fimZ"	-0.00705634411464582	3
"yiaO"	-0.00400853574140334	3
"phnA"	-0.00521488170959218	3
"yieK"	-0.0149334389513707	3
"guaD"	-0.0052079978730833	3
"ytfN"	-0.00438698120826055	3
"IR3244"	-0.00427173696802443	3
"nfi"	-0.00291985851036308	3
"yadE"	-0.0137058803465934	3
"IR1484"	-0.0175601702621824	3
"IR678"	-0.02308816992264	3
"bioH"	-0.127837534667816	3
"hda"	-0.00896963019609888	3
