0 0 0 0
-0.292 0 0 0
-0.277 1 1 1
-0.262 0 1 2
-0.248 0 6 8
-0.232 0 4 12
-0.218 4 4 16
-0.202 3 2 18
-0.188 4 11 29
-0.172 7 11 40
-0.158 10 18 58
-0.143 12 17 75
-0.128 18 22 97
-0.112 26 36 133
-0.098 31 53 186
-0.082 60 80 266
-0.068 96 104 370
-0.052 129 225 595
-0.038 353 405 1000
-0.022 896 985 1985
-0.008 2806 2924 4909
0.008 2816 2802 7711
0.022 599 242 7953
0.038 89 5 7958
0.052 2 0 7958
0.068 0 0 7958
0.082 0 0 7958
0.098 0 0 7958
0.112 0 0 7958
0.128 0 0 7958
0.143 0 0 7958
0.158 0 0 7958
0.172 0 0 7958
0.188 0 0 7958
0.202 0 0 7958
0.218 0 0 7958
0.232 0 0 7958
0.248 0 0 7958
0.262 0 0 7958
0.277 0 0 7958
0.292 0 0 7958
0.308 0 0 7958
0.322 0 0 7958
0.338 0 0 7958
0.352 0 0 7958
0.368 0 0 7958
0.382 0 0 7958
0.398 0 0 7958
0.412 0 0 7958
0.428 0 0 7958
0.442 0 0 7958
0.458 0 0 7958
0.473 0 0 7958
0.488 0 0 7958
0.502 0 0 7958
0.518 0 0 7958
0.532 0 0 7958
0.548 0 0 7958
0.562 0 0 7958
0.577 0 0 7958
