0 0 0 0
-0.292 0 0 0
-0.277 0 0 0
-0.262 0 1 1
-0.248 0 1 2
-0.232 0 4 6
-0.218 0 2 8
-0.202 0 3 11
-0.188 4 2 13
-0.172 2 7 20
-0.158 4 11 31
-0.143 8 11 42
-0.128 16 21 63
-0.112 31 27 90
-0.098 40 52 142
-0.082 39 62 204
-0.068 73 93 297
-0.052 141 199 496
-0.038 419 487 983
-0.022 1155 1236 2219
-0.008 3417 3896 6115
0.008 3203 2848 8963
0.022 644 285 9248
0.038 58 8 9256
0.052 2 0 9256
0.068 0 0 9256
0.082 0 0 9256
0.098 0 0 9256
0.112 0 0 9256
0.128 0 0 9256
0.143 0 0 9256
0.158 0 0 9256
0.172 0 0 9256
0.188 0 0 9256
0.202 0 0 9256
0.218 0 0 9256
0.232 0 0 9256
0.248 0 0 9256
0.262 0 0 9256
0.277 0 0 9256
0.292 0 0 9256
0.308 0 0 9256
0.322 0 0 9256
0.338 0 0 9256
0.352 0 0 9256
0.368 0 0 9256
0.382 0 0 9256
0.398 0 0 9256
0.412 0 0 9256
0.428 0 0 9256
0.442 0 0 9256
0.458 0 0 9256
0.473 0 0 9256
0.488 0 0 9256
0.502 0 0 9256
0.518 0 0 9256
0.532 0 0 9256
0.548 0 0 9256
0.562 0 0 9256
0.577 0 0 9256
