0 0 0 0
-0.395 0 0 0
-0.385 0 0 0
-0.375 0 1 1
-0.365 0 0 1
-0.355 0 0 1
-0.345 0 0 1
-0.335 0 0 1
-0.325 1 0 1
-0.315 0 0 1
-0.305 0 0 1
-0.295 0 2 3
-0.285 1 1 4
-0.275 0 3 7
-0.265 1 1 8
-0.255 2 1 9
-0.245 1 0 9
-0.235 3 0 9
-0.225 0 2 11
-0.215 0 2 13
-0.205 5 5 18
-0.195 1 2 20
-0.185 0 1 21
-0.175 3 10 31
-0.165 8 7 38
-0.155 10 6 44
-0.145 9 12 56
-0.135 14 14 70
-0.125 22 18 88
-0.115 26 24 112
-0.105 28 27 139
-0.095 49 37 176
-0.085 50 45 221
-0.075 44 58 279
-0.065 89 70 349
-0.055 120 140 489
-0.045 210 199 688
-0.035 359 339 1027
-0.025 758 773 1800
-0.015 1965 2066 3866
-0.005 4744 4850 8716
0.005 3399 3216 11932
0.015 851 840 12772
0.025 139 141 12913
0.035 27 25 12938
0.045 3 4 12942
0.055 0 0 12942
0.065 0 0 12942
0.075 0 0 12942
0.085 0 0 12942
0.095 0 0 12942
0.105 0 0 12942
0.115 0 0 12942
0.125 0 0 12942
0.135 0 0 12942
0.145 0 0 12942
0.155 0 0 12942
0.165 0 0 12942
0.175 0 0 12942
0.185 0 0 12942
