0 0 0 0
-0.395 0 0 0
-0.385 0 0 0
-0.375 0 0 0
-0.365 0 0 0
-0.355 0 0 0
-0.345 0 0 0
-0.335 0 0 0
-0.325 0 0 0
-0.315 0 0 0
-0.305 0 0 0
-0.295 0 0 0
-0.285 0 0 0
-0.275 0 1 1
-0.265 1 0 1
-0.255 0 0 1
-0.245 0 1 2
-0.235 1 0 2
-0.225 1 0 2
-0.215 2 2 4
-0.205 1 1 5
-0.195 3 2 7
-0.185 4 15 22
-0.175 1 3 25
-0.165 7 4 29
-0.155 7 6 35
-0.145 8 16 51
-0.135 22 15 66
-0.125 24 19 85
-0.115 22 25 110
-0.105 34 24 134
-0.095 34 35 169
-0.085 60 31 200
-0.075 68 69 269
-0.065 122 98 367
-0.055 163 154 521
-0.045 251 241 762
-0.035 468 462 1224
-0.025 876 861 2085
-0.015 2130 2167 4252
-0.005 4585 4818 9070
0.005 3607 3441 12511
0.015 1059 1048 13559
0.025 209 213 13772
0.035 39 39 13811
0.045 10 9 13820
0.055 1 0 13820
0.065 0 0 13820
0.075 0 0 13820
0.085 0 0 13820
0.095 0 0 13820
0.105 0 0 13820
0.115 0 0 13820
0.125 0 0 13820
0.135 0 0 13820
0.145 0 0 13820
0.155 0 0 13820
0.165 0 0 13820
0.175 0 0 13820
0.185 0 0 13820
