"name"	"fitted1"	"rep"
"cedA"	-0.0028198539988714	1
"torR"	-0.00432473946300072	1
"yhjE"	-0.00526053978749863	1
"IR980"	-0.0104816297546331	1
"IR1664"	-0.00174922648472177	1
"IR2557"	-0.00195040855047909	1
"aroF"	-0.104317788976551	1
"yccZ"	-0.0144361821236345	1
"yjiA"	-0.0105297084101279	1
"bioA"	-0.121900186221443	1
"mscS"	-0.001407784870247	1
"IR1466"	-0.0411840568742242	1
"ccmE"	-0.024603942687862	1
"yjcH"	-0.00204658512550497	1
"yghA"	-0.0240752548443718	1
"nuoB"	-0.0766599318547569	1
"ydhC"	-0.00137888186058928	1
"IR2249"	-0.0121112056985294	1
"IR2580"	-0.0129688340479419	1
"IR1237"	-0.01481426979818	1
"yjeI"	-0.0175815873309295	1
"ychE"	-0.0111072942438966	1
"talB"	-0.122434676339994	1
"metG"	-0.00763317927735233	1
"IR852"	-0.0461907389443734	1
"ydhJ"	-0.00189427436199804	1
"phnM"	-0.00493366115132633	1
"IR973"	-0.0275892974270053	1
"ydeE"	-0.0131293285279905	1
"ECB_02034"	-0.0129545889857555	1
"hycC"	-0.0043106654730414	1
"ligT"	-0.00143076707091422	1
"lyxK"	-0.0010264982028475	1
"IR3633"	-0.0577632535052533	1
"hcaF"	-0.00881722901080388	1
"yheU"	-0.056575150354624	1
"yhhT"	-0.0263255810190151	1
"ygcR"	-0.0109361073457441	1
"yrfB"	-0.00429746577042081	1
"IR1626"	-0.0143786709788038	1
"IR2768"	-0.020361367770233	1
"citB"	-0.00244268375279962	1
"yiaM"	-0.0247838414202044	1
"gspM"	-0.0058051895000395	1
"yjaB"	-0.0174242147998549	1
"ESCRE2891"	-0.113754433542943	1
"yhaH"	-0.0474574678774004	1
"hypE"	-0.0183876703708235	1
"ESCRE4025"	-0.00652340276670686	1
"IR3043"	-0.023470697299623	1
"vioB"	-0.0766556826644587	1
"IR578"	-0.0213467775232753	1
"ECB_01908"	-0.00400167695448287	1
"dinG"	-0.00598600417684283	1
"yifB"	-0.00574026486055143	1
"yfbE"	-0.00550509800396384	1
"trkD"	-0.008741319930173	1
"ybgI"	-0.0355332606059555	1
"nrfE"	-0.00405705715205228	1
"cchA"	-0.0584866442012151	1
"ybcI"	-0.0187408748609569	1
"IR3279"	-0.0433919223564027	1
"ynbD"	-0.000588464509556232	1
"yhcH"	-0.0142867058637082	1
"nuoL"	-0.0555011944322054	1
"ydiE"	-0.0188290757647886	1
"yidQ"	-0.0379653866910947	1
"purM"	-0.0189496948446608	1
"R#1"	-0.0114398827828869	1
"gloA"	-0.00339034837289108	1
"yahL"	-0.00653198470578064	1
"ECB_00814"	-0.0055319727177952	1
"yidZ"	-0.00165776841346202	1
"ydjQ"	-0.0100410290277386	1
"yidZ"	-0.00967459591432781	1
"IR1146"	-0.0368215707186304	1
"prpR"	-0.0175333524524831	1
"IR2158"	-0.0136334634255116	1
"IR1516"	-0.0246379607451501	1
"macA"	-0.0133644994238853	1
"IR2457"	-0.0232800578505832	1
"nhaA"	-0.0142113148758239	1
"pepQ"	-0.00607783501038827	1
"prmA"	-0.000626819809293568	1
"IR1825"	-0.0164266390236776	1
"yjbB"	-0.00171317973535813	1
"sbcC"	-0.0113579952774507	1
"yceF"	-0.0119337455166557	1
"ECB_03521"	-0.00717999164212921	1
"mobB"	-0.0018861006168265	1
"insI"	-0.00500481325716801	1
"yhbT"	-0.00106717016375055	1
"ptsA"	-0.00809202862801288	1
"clpS"	-0.0377616225693181	1
"mgtA"	-0.0116561826344287	1
"gsk"	-0.00194490953265282	1
"yfaZ"	-0.0178861089816945	1
"IR2880"	-0.0211677242541428	1
"IR3356"	-0.0375209187405585	1
"ilvM"	-0.123847746905033	1
"ycjU"	-0.00397225564854184	1
"yfdE"	-0.00683818342082122	1
"IR2506"	-0.00565684877216022	1
"yjcR"	-0.014789720719921	1
"IR1525"	-0.0636988232058915	1
"ECB_01907"	-0.122094593683398	1
"IR994"	-0.00719219138985589	1
